I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
26.41,-59.78,-85.69,16.71,56.22,-72.69,-101.78,34.89,-32.75,70.84,-27.56,98.85
27.76,-58.89,-86.21,15.57,57.26,-72.43,-100.7,24.01,-35.31,70.51,-28.73,84.18
28.15,-58.33,-86.1,15.08,57.43,-72.04,-98.14,13.75,-36.95,70.07,-29.56,68.7
28.43,-57.76,-85.87,14.63,57.42,-71.61,-95.52,3.52,-38.24,69.46,-30.16,52.92
28.28,-57.36,-85.35,14.46,56.95,-71.15,-92.4,-6.55,-38.91,68.64,-30.49,36.56
27.89,-56.77,-84.48,14.35,56.24,-70.38,-88.52,-16.02,-39.2,67.93,-30.52,20.29
27.33,-55.96,-83.29,14.26,55.35,-69.29,-83.97,-24.91,-39.11,67.34,-30.23,4.14
26.19,-55.27,-81.64,14.53,53.9,-68.04,-78.48,-33.32,-38.32,66.65,-29.6,-12.44
24.5,-54.61,-79.53,15.11,51.92,-66.57,-71.98,-41.16,-36.85,65.95,-28.62,-29.32
23.59,-53.54,-77.79,15.09,50.53,-65.06,-66.9,-49.44,-35.61,65.06,-27.48,-46.05
23.5,-52.07,-76.45,14.43,49.75,-63.54,-63.37,-58.24,-34.62,63.96,-26.19,-62.67
23.61,-50.34,-75.09,13.55,49.06,-61.88,-60.16,-66.99,-33.43,62.77,-24.62,-79.28
24.25,-48.27,-73.92,12.24,48.75,-60.12,-57.91,-75.96,-32.29,61.43,-22.82,-95.8
24.53,-46.19,-72.42,11.12,48.07,-58.19,-55.13,-84.56,-30.54,59.98,-20.67,-112.29
24.38,-44.13,-70.55,10.23,46.97,-56.07,-51.7,-92.74,-28.12,58.44,-18.14,-128.73
24.52,-41.82,-68.73,9.08,46.03,-53.85,-48.87,-101.0,-25.52,56.73,-15.33,-145.0
24.74,-39.33,-66.85,7.81,45.08,-51.49,-46.31,-109.21,-22.6,54.87,-12.2,-161.09
25.08,-37.28,-65.29,6.66,44.43,-49.64,-44.52,-117.5,-20.67,53.1,-9.71,-173.71
25.62,-35.71,-64.15,5.59,44.17,-48.37,-43.72,-125.96,-19.9,51.42,-7.96,-182.49
26.2,-34.37,-63.17,4.6,44.03,-47.36,-43.45,-134.43,-19.57,49.72,-6.48,-188.92
26.86,-33.45,-62.46,3.75,44.13,-46.8,-43.9,-142.96,-20.06,48.07,-5.54,-192.03
27.75,-32.51,-61.91,2.76,44.43,-46.36,-45.09,-151.59,-20.74,46.31,-4.61,-196.44
28.85,-31.56,-61.5,1.65,44.93,-46.01,-47.02,-160.32,-21.55,44.43,-3.65,-202.49
30.13,-30.96,-61.41,0.59,45.73,-46.09,-49.88,-169.2,-23.18,42.56,-3.18,-207.01
31.62,-30.63,-61.64,-0.48,46.85,-46.56,-53.7,-178.23,-25.51,40.66,-3.12,-211.14
32.75,-30.27,-61.59,-1.4,47.62,-46.9,-57.62,-186.38,-27.16,38.35,-3.09,-215.6
33.47,-29.91,-61.26,-2.15,48.0,-47.13,-61.6,-193.57,-28.11,35.58,-3.14,-220.26
34.07,-29.66,-60.91,-2.82,48.33,-47.45,-66.13,-200.31,-28.95,32.52,-3.41,-225.63
34.4,-29.45,-60.41,-3.36,48.43,-47.75,-70.99,-206.3,-29.35,29.08,-3.81,-231.97
34.79,-29.56,-60.14,-3.82,48.71,-48.43,-76.78,-212.16,-30.31,25.5,-4.73,-238.2
35.26,-30.02,-60.15,-4.19,49.22,-49.53,-83.59,-217.95,-31.9,21.79,-6.2,-244.5
35.51,-30.64,-60.12,-4.41,49.6,-50.76,-90.95,-223.09,-33.35,17.73,-8.0,-251.67
35.62,-31.5,-60.15,-4.49,49.94,-52.21,-99.02,-227.7,-34.88,13.37,-10.23,-259.59
38.3,-31.21,-62.19,-6.06,52.46,-53.17,-102.16,-229.15,-32.39,11.73,-11.23,-266.01
43.78,-29.61,-66.42,-9.29,57.33,-53.53,-99.76,-227.08,-25.37,13.11,-10.83,-270.87
50.85,-27.42,-71.98,-13.4,63.59,-53.72,-94.58,-222.78,-15.9,16.1,-9.89,-275.24
60.27,-24.24,-79.45,-18.86,71.87,-53.51,-84.96,-215.47,-2.77,21.58,-7.94,-278.56
70.4,-20.82,-87.62,-24.7,80.81,-53.27,-74.08,-202.67,15.21,28.67,-5.91,-282.53
81.18,-17.22,-96.45,-30.88,90.37,-53.02,-62.07,-184.02,38.28,37.39,-3.85,-287.29
94.14,-12.69,-107.08,-38.32,101.81,-52.39,-45.85,-159.87,67.1,49.0,-0.9,-291.54
108.97,-7.37,-119.27,-46.82,114.86,-51.46,-25.98,-129.32,102.24,63.44,2.78,-295.7
134.09,12.26,-127.79,-68.73,130.87,-44.24,-6.8,-77.08,167.84,122.63,53.55,-267.37
170.62,47.7,-132.27,-105.47,150.16,-30.04,11.78,-1.13,266.91,231.22,156.33,-203.08
214.47,92.58,-135.09,-151.18,172.02,-11.69,31.55,92.4,388.99,369.71,289.34,-118.29
268.21,150.88,-134.8,-209.53,196.91,12.57,51.49,208.38,541.52,550.52,466.17,-3.54
331.42,215.11,-135.38,-273.78,227.59,39.44,75.05,321.46,706.47,749.34,660.72,123.0
404.41,285.04,-137.06,-343.74,264.44,68.81,102.52,430.17,883.43,965.51,872.16,260.68
489.96,368.13,-136.61,-426.19,306.66,104.0,131.41,551.41,1088.4,1222.64,1126.03,427.24
588.52,463.1,-134.87,-519.99,355.2,144.43,162.54,679.19,1318.08,1516.53,1417.77,619.49
682.66,543.14,-142.96,-606.3,406.78,178.7,157.8,716.66,1456.04,1732.51,1652.27,777.64
771.64,606.85,-161.61,-684.43,461.41,206.23,113.05,655.12,1492.88,1862.97,1824.27,898.68
864.59,666.3,-186.18,-762.82,521.61,232.15,46.75,535.1,1481.42,1954.15,1976.48,1009.24
957.16,714.36,-219.78,-836.59,586.78,253.45,-52.21,328.34,1388.9,1974.07,2083.39,1093.41
989.5,746.5,-214.84,-870.29,602.74,280.08,-162.55,78.03,1199.59,1860.3,2058.51,1106.32
955.48,761.52,-166.99,-859.84,564.29,312.75,-283.42,-216.54,907.59,1600.82,1890.14,1041.61
879.26,754.82,-101.46,-817.3,496.38,343.98,-435.63,-580.57,523.86,1216.25,1594.62,905.29
742.83,723.63,-5.13,-731.42,383.39,376.06,-615.39,-1006.22,40.23,682.87,1141.51,681.02
575.92,682.59,106.84,-629.55,244.33,405.91,-730.17,-1360.19,-405.59,171.63,690.32,441.52
377.8,630.3,233.5,-511.29,79.01,432.46,-774.1,-1631.41,-801.3,-308.17,244.14,186.34
160.24,555.88,371.75,-365.18,-99.84,458.83,-788.83,-1876.91,-1176.2,-781.4,-227.88,-104.5
-68.45,461.4,517.06,-196.99,-286.39,483.98,-749.16,-2058.48,-1488.0,-1198.42,-683.77,-413.65
-253.73,376.06,617.81,-61.83,-431.28,488.65,-714.73,-2154.44,-1692.21,-1499.91,-1040.25,-667.93
-381.97,300.93,665.19,34.55,-522.55,471.06,-688.71,-2156.27,-1767.8,-1658.03,-1273.31,-855.53
-467.66,222.92,677.57,113.06,-574.87,439.29,-619.24,-2060.31,-1738.91,-1698.38,-1390.22,-993.76
-488.84,149.56,637.11,156.84,-568.8,387.69,-518.37,-1853.47,-1581.59,-1588.79,-1352.74,-1056.34
-497.1,77.25,587.01,198.65,-548.52,331.13,-441.74,-1668.06,-1420.0,-1474.08,-1315.55,-1107.21
-488.67,6.29,526.29,237.83,-511.06,270.11,-387.54,-1508.8,-1259.06,-1356.7,-1273.72,-1142.27
-442.6,-54.65,422.74,247.37,-435.47,192.08,-336.82,-1296.85,-1050.13,-1177.38,-1152.34,-1125.98
-368.05,-105.18,283.81,232.53,-329.41,99.93,-302.77,-1063.31,-824.76,-970.61,-982.56,-1069.09
-312.21,-152.49,174.6,231.75,-245.86,22.07,-255.62,-866.95,-629.77,-793.91,-847.3,-1031.33
-279.09,-194.65,96.96,244.39,-188.61,-40.42,-194.41,-709.63,-474.55,-656.37,-751.58,-1014.82
-253.46,-226.56,24.25,254.57,-138.14,-99.18,-145.1,-589.19,-364.05,-562.51,-680.73,-998.12
-249.71,-248.6,-26.61,271.31,-109.84,-146.68,-102.08,-524.42,-318.74,-535.73,-660.8,-997.51
-235.99,-271.65,-72.23,277.48,-79.55,-185.25,-60.09,-448.81,-252.58,-479.01,-614.34,-985.15
-213.16,-295.53,-112.08,271.99,-48.25,-214.06,-22.63,-365.71,-170.22,-397.37,-544.35,-961.52
-211.1,-314.49,-122.46,270.79,-42.74,-224.88,10.78,-327.66,-137.63,-365.15,-515.64,-955.58
-225.1,-330.93,-104.52,270.48,-60.27,-216.68,39.94,-324.16,-141.05,-366.73,-516.05,-963.5
-227.4,-335.84,-98.61,266.62,-65.05,-213.11,55.7,-313.23,-132.02,-355.14,-502.77,-963.15
-220.88,-328.04,-102.87,261.25,-59.41,-213.67,56.99,-299.49,-116.45,-337.74,-482.8,-958.2
-217.5,-313.6,-96.3,254.62,-60.86,-204.85,47.24,-298.59,-111.41,-330.03,-471.93,-958.83
-212.11,-290.05,-87.05,246.53,-62.37,-191.55,23.62,-302.49,-107.77,-323.88,-463.21,-961.8
-208.05,-275.71,-79.69,239.51,-63.95,-181.86,14.13,-307.8,-106.49,-317.69,-452.16,-959.75
-206.22,-272.7,-73.35,233.89,-66.63,-175.6,20.94,-314.22,-107.51,-311.35,-439.11,-953.09
-201.43,-270.29,-71.91,228.63,-65.23,-172.6,28.03,-317.21,-103.52,-299.91,-421.73,-943.68
-194.34,-273.6,-76.92,224.52,-59.5,-175.24,42.7,-314.81,-93.57,-281.98,-398.39,-929.75
-187.64,-272.85,-79.38,221.41,-55.14,-175.06,48.35,-314.85,-84.12,-266.03,-379.67,-920.75
-180.56,-267.03,-80.28,219.48,-51.17,-172.48,43.06,-315.73,-73.22,-250.73,-365.08,-917.19
-172.07,-265.48,-86.01,219.56,-44.09,-174.11,41.07,-310.84,-55.78,-229.83,-347.56,-912.94
-162.41,-266.07,-95.35,221.85,-34.58,-178.61,38.43,-300.71,-31.93,-204.25,-329.0,-910.23
-155.63,-262.55,-98.14,220.46,-29.69,-177.91,33.59,-301.55,-20.17,-189.27,-315.31,-907.06
-151.98,-255.66,-94.49,215.14,-29.52,-172.29,28.05,-313.41,-20.97,-185.2,-306.15,-902.81
-149.53,-247.01,-88.82,208.98,-30.85,-164.99,19.65,-328.05,-24.74,-184.79,-299.85,-900.17
-149.38,-235.33,-78.73,200.52,-35.42,-154.19,8.42,-349.25,-35.98,-191.8,-297.8,-898.63
-148.38,-226.59,-72.88,193.68,-37.35,-147.01,-1.71,-364.03,-40.7,-194.32,-294.15,-898.04
-146.31,-221.15,-72.02,188.88,-36.14,-144.07,-10.84,-370.92,-37.32,-191.26,-288.61,-898.82
-145.65,-215.16,-70.04,183.01,-36.06,-140.44,-20.84,-379.09,-36.26,-191.49,-285.18,-900.68
-145.68,-210.03,-69.05,177.01,-35.7,-137.89,-30.85,-385.17,-33.97,-192.13,-282.55,-903.77
-144.0,-203.51,-66.62,170.86,-35.73,-133.85,-41.03,-393.56,-34.15,-191.9,-277.65,-903.28
-140.64,-195.12,-62.02,164.24,-36.6,-127.72,-51.45,-405.3,-38.01,-191.48,-270.52,-898.76
-136.22,-187.06,-58.09,157.88,-36.87,-122.11,-61.33,-415.51,-40.96,-189.21,-261.58,-892.64
-130.13,-178.72,-54.14,151.73,-36.77,-116.32,-70.65,-425.34,-44.1,-184.81,-249.98,-883.57
-124.33,-170.64,-50.4,145.18,-36.76,-110.92,-79.77,-433.69,-47.11,-180.78,-238.38,-874.48
-118.84,-163.12,-47.27,138.31,-36.64,-106.26,-88.5,-439.79,-49.36,-176.78,-226.69,-865.57
-112.13,-155.43,-44.08,131.39,-36.34,-101.51,-96.53,-444.99,-51.83,-171.22,-212.76,-854.18
-104.58,-147.78,-41.03,124.3,-35.86,-96.94,-103.82,-448.74,-54.19,-164.43,-197.01,-840.9
-98.87,-141.47,-38.79,118.61,-35.08,-93.07,-109.12,-452.39,-54.97,-158.62,-184.33,-831.13
-95.08,-136.58,-37.38,114.47,-33.94,-89.89,-112.2,-456.11,-54.08,-153.75,-174.85,-825.02
-92.15,-132.69,-36.67,111.12,-32.5,-87.38,-113.51,-458.68,-51.88,-148.87,-166.48,-820.4
-90.8,-130.19,-36.86,109.01,-30.69,-85.7,-112.6,-460.42,-47.94,-144.5,-160.46,-818.67
-89.0,-128.29,-37.61,107.38,-28.44,-84.51,-109.89,-460.37,-42.98,-138.62,-153.22,-816.01
-86.67,-127.04,-38.97,106.2,-25.72,-83.86,-105.28,-458.3,-36.92,-131.06,-144.51,-812.2
-85.41,-127.15,-41.3,106.26,-22.49,-84.07,-98.11,-454.87,-28.95,-123.19,-137.16,-810.37
-84.81,-128.53,-44.57,107.43,-18.72,-85.12,-88.32,-449.76,-19.13,-114.52,-130.4,-809.73
-83.12,-127.2,-45.63,106.41,-16.27,-84.23,-79.68,-447.27,-12.74,-107.61,-123.1,-806.87
-80.4,-122.89,-44.24,102.99,-15.3,-81.19,-72.35,-447.84,-10.13,-102.83,-115.49,-801.87
-77.15,-117.45,-41.91,98.68,-14.88,-77.32,-64.44,-449.13,-8.76,-98.55,-107.54,-795.78
-72.97,-109.79,-37.77,92.61,-15.52,-71.86,-56.9,-452.35,-10.06,-95.52,-99.01,-787.78
-69.26,-102.47,-33.81,86.91,-16.1,-66.56,-47.22,-455.0,-10.62,-92.51,-91.25,-780.63
-66.08,-95.65,-30.14,81.73,-16.54,-61.52,-35.16,-456.89,-10.21,-89.38,-84.26,-774.47
-62.35,-87.1,-25.02,75.22,-17.85,-55.2,-22.75,-460.3,-11.75,-87.38,-77.19,-767.17
-58.36,-77.35,-18.86,67.81,-19.81,-47.96,-9.4,-464.7,-14.52,-86.25,-70.33,-759.33
-54.87,-69.15,-13.94,61.66,-21.02,-41.81,1.41,-466.38,-14.74,-83.53,-63.46,-752.38
-51.8,-62.46,-10.23,56.74,-21.48,-36.74,9.09,-465.3,-12.42,-79.17,-56.48,-746.24
-49.02,-56.33,-6.91,52.32,-21.72,-32.02,15.7,-462.87,-8.87,-74.17,-49.7,-740.61
-46.7,-51.42,-4.55,48.92,-21.39,-28.15,20.18,-458.14,-3.13,-67.89,-43.03,-735.85
-44.13,-45.54,-1.35,44.8,-21.56,-23.53,24.07,-453.85,1.87,-62.06,-36.4,-730.57
-41.28,-38.59,2.78,39.89,-22.29,-18.09,27.47,-450.13,5.99,-56.79,-29.81,-724.74
-38.65,-32.21,6.48,35.48,-22.76,-13.02,28.63,-444.83,11.52,-50.68,-23.27,-719.35
-36.11,-25.93,10.14,31.2,-23.21,-7.99,27.78,-438.5,17.83,-44.08,-16.76,-714.1
-33.4,-19.78,13.55,26.84,-23.51,-3.19,28.97,-434.27,22.42,-38.85,-10.07,-708.84
-30.56,-13.94,16.53,22.51,-23.56,1.2,32.27,-432.19,25.3,-35.0,-3.16,-703.67
-27.59,-8.06,19.45,18.05,-23.58,5.54,35.85,-431.17,27.24,-31.92,3.86,-698.46
-24.44,-2.21,22.21,13.44,-23.51,9.72,40.72,-432.04,27.61,-30.06,11.09,-693.19
-21.37,3.21,24.59,9.15,-23.21,13.57,44.0,-432.44,28.44,-28.02,18.39,-688.23
-18.4,8.21,26.61,5.15,-22.69,17.09,45.45,-432.3,29.81,-25.73,25.76,-683.58
-15.32,12.94,28.26,1.23,-21.95,20.28,47.31,-433.49,30.13,-24.33,33.35,-679.04
-12.2,17.29,29.49,-2.54,-20.95,23.09,48.92,-435.56,29.82,-23.53,41.12,-674.71
-9.08,21.82,30.91,-6.4,-20.06,26.07,48.47,-436.95,30.0,-22.45,48.87,-670.45
-5.95,26.57,32.53,-10.38,-19.29,29.25,46.0,-437.77,30.6,-21.17,56.61,-666.25
-2.81,31.19,34.01,-14.29,-18.43,32.31,41.88,-438.45,31.34,-19.9,64.42,-662.24
0.33,35.84,35.51,-18.2,-17.58,35.4,35.63,-438.63,32.5,-18.44,72.28,-658.37
3.54,40.2,36.66,-22.02,-16.51,38.17,28.8,-439.74,32.97,-17.61,80.34,-654.69
6.83,44.24,37.41,-25.73,-15.2,40.59,21.37,-441.87,32.72,-17.44,88.64,-651.2
10.15,48.22,38.07,-29.43,-13.82,42.92,12.15,-444.01,32.5,-17.37,97.05,-647.87
13.52,52.05,38.53,-33.09,-12.33,45.09,1.43,-446.48,32.07,-17.57,105.61,-644.73
16.32,55.48,39.17,-36.24,-11.21,47.15,-9.02,-449.31,30.95,-17.46,112.92,-641.43
18.47,58.52,40.05,-38.84,-10.55,49.12,-19.18,-452.38,29.16,-16.92,118.84,-637.95
20.29,61.22,40.93,-41.11,-10.06,50.91,-29.73,-455.96,26.75,-16.35,124.04,-634.45
21.59,63.51,41.92,-42.89,-9.89,52.55,-40.24,-460.02,23.6,-15.58,128.14,-630.83
22.73,65.59,42.86,-44.48,-9.78,54.06,-52.1,-464.32,20.15,-14.82,131.91,-627.31
23.72,67.45,43.74,-45.89,-9.72,55.42,-65.4,-468.92,16.41,-14.09,135.39,-623.88
24.21,68.94,44.73,-46.84,-9.97,56.65,-79.06,-473.91,12.02,-13.11,137.82,-620.36
24.28,70.08,45.8,-47.4,-10.48,57.74,-93.4,-479.27,7.07,-11.94,139.34,-616.8
24.38,70.92,46.54,-47.83,-10.8,58.52,-104.88,-485.31,1.68,-11.09,141.03,-613.48
24.51,71.44,46.93,-48.11,-10.93,58.98,-113.02,-492.08,-4.19,-10.55,142.86,-610.4
24.47,71.63,47.16,-48.14,-11.06,59.19,-119.69,-499.4,-10.55,-10.11,144.4,-607.45
24.37,71.49,47.12,-47.97,-11.07,59.11,-123.83,-507.39,-17.4,-9.87,145.9,-604.7
23.85,70.94,47.1,-47.38,-11.32,58.83,-127.18,-515.91,-24.91,-9.47,146.51,-601.93
22.86,69.98,47.11,-46.34,-11.82,58.36,-129.83,-524.96,-33.12,-8.87,146.16,-599.13
21.69,68.63,46.94,-45.0,-12.32,57.6,-129.91,-534.69,-41.92,-8.36,145.47,-596.46
20.23,66.87,46.64,-43.31,-12.89,56.57,-127.73,-545.09,-51.37,-7.84,144.24,-593.89
18.46,65.05,46.59,-41.46,-13.76,55.64,-128.39,-554.39,-59.91,-7.6,143.77,-591.25
16.39,63.21,46.82,-39.47,-14.91,54.83,-132.06,-562.43,-67.38,-7.69,144.26,-588.54
13.96,61.16,47.18,-37.21,-16.31,53.97,-136.45,-570.06,-74.56,-7.92,144.94,-585.81
11.17,58.98,47.77,-34.72,-18.01,53.17,-142.87,-576.78,-81.01,-8.37,146.2,-583.0
8.1,56.48,48.33,-31.94,-19.83,52.18,-147.78,-583.64,-87.61,-8.94,147.41,-580.27
4.73,53.63,48.83,-28.83,-21.78,51.0,-150.94,-590.71,-94.42,-9.62,148.53,-577.6
1.02,50.63,49.52,-25.49,-23.99,49.82,-155.19,-597.02,-100.59,-10.53,150.21,-574.89
-3.03,47.42,50.33,-21.9,-26.44,48.61,-159.76,-602.75,-106.29,-11.65,152.34,-572.17
-7.51,43.72,51.09,-17.84,-29.06,47.11,-161.81,-609.16,-112.7,-12.66,153.74,-569.5
-12.41,39.54,51.79,-13.32,-31.89,45.35,-161.41,-616.21,-119.79,-13.56,154.39,-566.86
-17.72,34.97,52.5,-8.4,-34.92,43.4,-159.33,-623.43,-127.11,-14.47,154.8,-564.26
-23.45,29.94,53.17,-3.03,-38.15,41.2,-154.85,-631.11,-134.93,-15.34,154.68,-561.68
-29.59,24.66,54.0,2.65,-41.65,38.94,-150.3,-638.26,-142.33,-16.37,154.91,-559.08
-36.13,19.14,54.99,8.64,-45.45,36.64,-145.73,-644.82,-149.25,-17.58,155.56,-556.46
-43.13,13.21,56.02,15.05,-49.49,34.16,-139.36,-651.5,-156.38,-18.79,155.95,-553.84
-50.57,6.91,57.12,21.87,-53.8,31.53,-131.65,-658.08,-163.48,-20.05,156.28,-551.21
-56.72,1.56,57.92,27.58,-57.31,29.23,-126.25,-664.13,-169.89,-21.5,155.4,-548.57
-61.41,-2.73,58.36,32.05,-59.91,27.32,-123.3,-669.68,-175.6,-23.13,153.09,-545.93
-65.46,-6.55,58.65,35.98,-62.12,25.57,-121.39,-674.75,-180.76,-24.9,150.07,-543.27
-68.38,-9.52,58.69,38.92,-63.63,24.14,-121.49,-679.23,-185.2,-26.86,145.97,-540.58
-71.19,-12.44,58.67,41.79,-65.06,22.72,-121.0,-683.53,-189.45,-28.87,141.31,-537.88
-73.91,-15.34,58.61,44.6,-66.43,21.29,-119.81,-687.64,-193.51,-30.95,136.13,-535.17
-75.6,-17.47,58.31,46.53,-67.16,20.14,-120.1,-691.23,-196.93,-33.17,129.84,-532.43
-76.44,-18.99,57.8,47.74,-67.37,19.2,-121.34,-694.39,-199.81,-35.52,122.53,-529.67
-77.68,-20.79,57.41,49.27,-67.84,18.19,-121.35,-697.14,-202.37,-37.96,116.84,-526.88
-79.29,-22.83,57.14,51.1,-68.56,17.12,-120.22,-699.44,-204.58,-40.5,112.93,-524.05
-80.76,-24.77,56.86,52.81,-69.2,16.09,-118.64,-701.3,-206.36,-43.14,109.6,-521.18
-82.4,-26.8,56.65,54.65,-69.97,15.05,-116.11,-702.73,-207.75,-45.88,107.55,-518.28
-83.18,-28.19,56.25,55.74,-70.21,14.26,-114.51,-703.57,-208.47,-48.75,105.08,-515.33
-83.03,-28.88,55.65,56.03,-69.9,13.73,-113.92,-703.82,-208.48,-51.76,102.1,-512.35
-82.68,-29.39,55.04,56.12,-69.47,13.3,-113.01,-703.53,-207.95,-54.88,100.07,-509.31
-81.87,-29.54,54.36,55.81,-68.79,13.02,-112.2,-702.63,-206.79,-58.12,98.65,-506.23
-81.48,-29.18,54.43,55.44,-68.66,13.3,-110.37,-701.28,-205.74,-60.25,97.14,-502.78
-81.63,-28.34,55.36,55.1,-69.2,14.19,-107.29,-699.45,-204.88,-61.14,95.68,-498.91
-81.76,-26.94,56.7,54.46,-69.92,15.54,-103.77,-697.05,-203.79,-61.38,94.38,-494.78
-82.11,-24.95,58.72,53.63,-71.06,17.47,-99.48,-694.11,-202.67,-60.6,93.13,-490.28
-82.34,-22.55,60.99,52.53,-72.26,19.71,-94.72,-690.52,-201.11,-59.51,92.71,-485.61
-82.41,-19.72,63.48,51.13,-73.48,22.27,-89.55,-686.28,-199.06,-58.13,93.19,-480.77
-82.7,-16.32,66.63,49.56,-75.13,25.39,-83.5,-681.42,-196.91,-55.79,94.08,-475.57
-83.16,-12.36,70.36,47.78,-77.12,29.04,-76.62,-675.92,-194.56,-52.6,95.6,-470.05
-82.87,-7.75,74.02,45.3,-78.7,32.99,-70.16,-669.65,-191.4,-49.47,97.74,-464.43
-81.81,-2.45,77.62,42.1,-79.87,37.27,-64.14,-662.59,-187.42,-46.35,100.48,-458.71
-80.37,3.5,81.44,38.39,-80.95,41.96,-57.98,-654.77,-182.84,-42.89,104.0,-452.79
-78.31,10.14,85.32,34.02,-81.74,47.03,-52.0,-646.13,-177.52,-39.3,108.31,-446.72
-76.27,17.48,89.78,29.31,-82.82,52.7,-45.34,-636.75,-171.88,-34.83,113.34,-440.3
-74.28,25.52,94.87,24.26,-84.2,58.99,-37.94,-626.6,-165.96,-29.44,119.14,-433.51
-71.83,34.33,100.22,18.61,-85.48,65.77,-30.46,-615.62,-159.4,-23.63,125.78,-426.49
-69.07,43.91,105.93,12.41,-86.77,73.1,-22.7,-603.79,-152.28,-17.22,133.28,-419.19
-66.62,51.35,110.68,7.45,-87.82,79.1,-16.47,-592.86,-146.06,-11.72,138.5,-412.42
-64.49,56.39,114.28,3.85,-88.56,83.6,-12.0,-582.97,-140.85,-7.3,141.15,-406.26
-62.47,60.4,117.47,0.83,-89.2,87.5,-8.33,-573.32,-136.03,-3.14,142.73,-400.31
-60.73,62.57,119.85,-1.12,-89.66,90.28,-5.99,-564.37,-132.0,0.34,142.36,-394.79
-58.78,64.58,122.11,-3.1,-89.98,93.0,-4.12,-555.1,-127.82,3.89,141.9,-389.26
-56.59,66.53,124.31,-5.15,-90.16,95.71,-2.66,-545.46,-123.47,7.56,141.44,-383.7
-54.57,66.81,125.73,-6.29,-90.12,97.4,-2.56,-536.41,-119.76,10.59,139.26,-378.53
-52.6,65.75,126.51,-6.71,-89.85,98.27,-3.66,-527.73,-116.54,13.12,135.71,-373.68
-50.42,65.43,126.14,-7.62,-88.77,98.5,-4.4,-519.4,-112.85,15.91,133.13,-368.49
-48.05,65.83,124.45,-8.98,-86.8,97.94,-4.81,-511.56,-108.74,18.92,131.48,-362.98
-45.56,66.1,121.73,-10.34,-84.19,96.61,-5.56,-504.13,-104.54,21.86,129.85,-357.41
-42.88,66.75,117.78,-11.98,-80.77,94.48,-6.29,-497.17,-100.05,24.88,128.81,-351.62
-40.29,66.07,112.67,-12.91,-76.84,91.13,-8.19,-490.97,-96.05,27.32,126.48,-346.11
-37.8,63.95,106.35,-13.06,-72.39,86.51,-11.37,-485.6,-92.6,29.13,122.74,-340.93
-35.23,61.61,98.58,-13.13,-67.09,80.75,-14.95,-480.99,-89.15,30.75,118.97,-335.69
-32.64,58.65,89.31,-12.91,-60.98,73.72,-19.22,-477.25,-85.88,32.01,114.72,-330.51
-30.29,56.05,82.19,-12.76,-56.15,68.3,-23.23,-473.94,-84.14,32.29,111.24,-325.52
-28.21,54.03,77.48,-12.8,-52.75,64.76,-26.79,-471.08,-84.03,31.54,108.8,-320.69
-26.32,51.81,73.4,-12.67,-49.79,61.59,-30.6,-468.99,-85.06,29.91,106.49,-316.05
-24.69,49.71,70.96,-12.48,-47.85,59.6,-34.35,-467.59,-87.63,27.23,104.69,-311.63
-23.12,47.42,67.91,-12.17,-45.61,57.07,-38.42,-467.18,-90.83,23.92,103.0,-307.28
-21.62,44.87,64.11,-11.7,-42.98,53.89,-42.86,-467.83,-94.66,19.97,101.36,-303.01
-20.37,42.48,61.54,-11.22,-41.13,51.59,-47.25,-469.36,-99.95,14.96,100.33,-298.92
-19.32,40.19,59.72,-10.7,-39.78,49.82,-51.66,-471.87,-106.53,8.96,99.81,-294.99
-18.29,36.8,56.06,-9.59,-37.49,46.37,-57.14,-474.17,-111.95,4.0,98.41,-291.23
-17.31,32.28,50.57,-7.86,-34.29,41.23,-63.74,-476.15,-116.1,0.21,96.1,-287.66
-16.43,27.15,44.18,-5.77,-30.69,35.23,-70.99,-478.46,-120.07,-3.36,93.5,-284.27
-15.63,21.11,36.25,-3.16,-26.33,27.81,-79.17,-480.8,-123.22,-6.14,90.27,-281.05
-15.06,14.92,28.81,-0.37,-22.36,20.65,-87.55,-483.85,-127.22,-9.48,87.37,-278.05
-14.75,8.66,21.98,2.57,-18.84,13.83,-96.1,-487.7,-132.2,-13.46,84.89,-275.26
-14.58,1.67,14.2,5.96,-14.91,6.06,-105.4,-491.71,-136.74,-16.93,82.03,-272.68
-14.59,-5.89,5.9,9.74,-10.82,-2.3,-115.29,-496.04,-141.22,-20.17,79.04,-270.32
-15.12,-11.92,0.17,13.06,-8.19,-8.29,-122.68,-497.95,-144.4,-23.56,76.31,-267.48
-16.19,-16.28,-2.86,15.9,-7.1,-11.76,-127.31,-497.09,-145.98,-26.99,73.79,-264.08
-17.68,-19.86,-4.31,18.6,-6.96,-13.85,-130.54,-494.84,-146.76,-30.45,71.47,-260.47
-19.69,-22.05,-3.35,20.92,-8.22,-13.75,-131.49,-490.36,-146.33,-33.99,69.42,-256.46
-22.02,-24.25,-2.13,23.44,-9.73,-13.48,-132.08,-485.07,-145.02,-37.08,67.23,-252.44
-24.67,-26.49,-0.71,26.17,-11.48,-13.1,-132.39,-479.01,-142.84,-39.69,64.9,-248.45
-27.84,-27.56,2.76,28.64,-14.45,-10.87,-130.65,-470.71,-139.22,-42.09,62.71,-244.1
