I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
56.9,109.38,52.48,-83.18,2.25,80.85,82.65,340.21,403.34,327.75,125.05,81.3
58.86,110.47,51.61,-84.69,3.73,80.85,79.35,335.58,399.43,326.95,126.6,82.64
59.85,111.26,51.42,-85.58,4.35,81.1,76.32,330.44,394.68,325.62,127.84,83.44
60.45,111.91,51.46,-86.22,4.66,81.4,73.35,324.92,389.41,323.87,128.8,83.94
60.34,112.29,51.95,-86.38,4.37,81.82,70.51,318.83,383.34,321.55,129.35,83.93
60.19,112.8,52.61,-86.58,3.97,82.41,67.79,312.94,377.28,319.24,130.2,84.07
60.02,113.45,53.43,-86.86,3.5,83.15,65.17,307.25,371.25,316.94,131.37,84.38
59.21,113.95,54.73,-86.73,2.44,84.08,62.73,301.2,364.6,314.22,132.37,84.35
57.88,114.36,56.48,-86.32,0.88,85.21,60.46,294.94,357.49,311.19,133.35,84.11
56.96,114.88,57.92,-86.17,-0.3,86.23,58.08,288.69,350.35,308.02,134.37,84.03
56.45,115.5,59.05,-86.26,-1.11,87.12,55.56,282.42,343.15,304.67,135.38,84.07
55.97,116.17,60.21,-86.4,-1.91,88.04,53.05,276.1,335.76,301.14,136.46,84.16
55.74,116.94,61.2,-86.72,-2.5,88.92,50.48,269.78,328.29,297.45,137.61,84.37
55.04,117.62,62.58,-86.77,-3.53,89.97,48.04,263.15,320.27,293.37,138.69,84.36
53.82,118.19,64.37,-86.51,-5.03,91.2,45.76,256.22,311.69,288.9,139.68,84.11
52.62,118.8,66.18,-86.28,-6.53,92.45,43.46,249.15,302.84,284.16,140.68,83.86
51.27,119.39,68.12,-85.98,-8.17,93.76,41.21,241.88,293.6,279.1,141.65,83.53
49.88,119.34,69.46,-85.31,-9.54,94.44,38.54,233.27,283.51,273.74,142.06,83.02
48.51,118.59,70.08,-84.27,-10.54,94.4,35.4,223.23,272.54,268.1,141.85,82.32
46.99,117.42,70.43,-82.92,-11.48,93.99,32.02,212.22,260.82,262.11,141.26,81.44
45.37,115.63,70.27,-81.19,-12.22,93.02,28.28,199.9,248.22,255.77,140.12,80.34
43.69,113.62,69.93,-79.33,-12.91,91.85,24.39,186.96,235.06,249.1,138.76,79.16
41.95,111.4,69.45,-77.31,-13.55,90.49,20.36,173.41,221.32,242.08,137.21,77.88
40.16,108.6,68.45,-74.96,-13.97,88.57,15.96,158.59,206.71,234.7,135.13,76.42
38.31,105.3,66.99,-72.31,-14.18,86.15,11.22,142.61,191.28,226.96,132.59,74.79
36.14,101.9,65.77,-69.45,-14.69,83.83,6.53,126.24,175.25,218.79,129.98,73.01
33.61,98.39,64.78,-66.37,-15.49,81.58,1.9,109.42,158.6,210.18,127.28,71.06
30.87,94.6,63.73,-63.04,-16.37,79.16,-2.86,91.85,141.23,201.16,124.34,68.95
27.85,90.63,62.78,-59.47,-17.45,76.71,-7.65,73.68,123.18,191.69,121.24,66.69
24.7,86.11,61.41,-55.56,-18.39,73.77,-12.77,54.26,104.2,181.79,117.66,64.22
21.43,81.02,59.59,-51.27,-19.16,70.3,-18.25,33.52,84.26,171.47,113.55,61.54
17.9,75.6,57.7,-46.68,-20.04,66.64,-23.86,11.91,63.5,160.69,109.16,58.68
14.15,69.76,55.61,-41.76,-20.94,62.68,-29.69,-10.75,41.84,149.43,104.4,55.61
10.95,63.7,52.75,-37.04,-21.15,58.22,-35.02,-32.4,20.63,138.55,101.42,52.06
8.36,57.45,49.09,-32.56,-20.63,53.27,-39.75,-52.81,-0.02,128.13,100.46,48.01
6.04,50.86,44.81,-28.06,-19.65,47.85,-44.29,-73.08,-20.78,117.75,100.45,43.57
4.21,43.97,39.75,-23.67,-18.02,41.88,-48.41,-92.62,-41.28,107.66,102.01,38.65
2.38,36.71,34.33,-19.11,-16.21,35.56,-52.49,-112.53,-62.29,97.36,103.95,33.42
0.52,29.07,28.55,-14.35,-14.22,28.86,-56.54,-132.91,-83.84,86.8,106.22,27.85
-0.92,21.12,22.04,-9.66,-11.65,21.66,-60.2,-152.66,-105.23,76.47,109.97,21.82
-2.03,12.85,14.88,-4.99,-8.57,13.97,-63.54,-172.01,-126.61,66.26,115.0,15.32
-3.33,4.0,7.33,0.07,-5.4,5.79,-67.16,-192.35,-149.02,55.57,119.72,8.55
-4.79,-5.44,-0.65,5.52,-2.1,-2.89,-71.05,-213.66,-172.46,44.39,124.15,1.5
-6.24,-15.37,-9.13,11.22,1.47,-12.08,-74.97,-235.39,-196.52,32.98,128.96,-5.91
-7.78,-25.86,-18.08,17.24,5.22,-21.78,-79.06,-257.87,-221.46,21.18,133.77,-13.66
-8.99,-36.76,-27.77,23.29,9.52,-32.05,-82.86,-279.98,-246.48,9.47,139.85,-21.89
-9.84,-48.07,-38.23,29.34,14.4,-42.9,-86.34,-301.64,-271.53,-2.1,147.32,-30.64
-10.63,-59.91,-49.28,35.64,19.61,-54.32,-89.84,-323.67,-297.21,-13.89,155.24,-39.79
-11.27,-72.28,-61.01,42.1,25.25,-66.34,-93.25,-345.8,-323.35,-25.8,163.94,-49.39
-12.22,-82.88,-70.66,47.86,29.65,-76.44,-96.15,-364.79,-345.74,-36.47,168.45,-57.49
-13.56,-91.51,-77.95,52.83,32.65,-84.39,-98.52,-380.39,-364.02,-45.79,168.18,-63.91
-15.0,-99.21,-84.22,57.4,35.07,-91.38,-100.48,-393.9,-380.02,-54.31,165.7,-69.58
-16.66,-105.35,-88.69,61.3,36.45,-96.68,-101.92,-404.41,-392.54,-61.64,159.55,-73.93
-18.36,-111.26,-92.9,65.1,37.68,-101.75,-103.16,-413.93,-404.13,-68.65,152.96,-78.08
-20.06,-117.0,-96.94,68.82,38.81,-106.65,-104.19,-422.51,-414.85,-75.34,146.13,-82.06
-21.99,-121.3,-99.31,71.94,38.97,-110.0,-104.75,-428.26,-422.33,-80.93,136.15,-84.82
-24.12,-124.41,-100.3,74.58,38.32,-112.07,-104.89,-431.55,-427.03,-85.57,123.66,-86.57
-25.98,-127.93,-101.95,77.27,38.14,-114.68,-104.78,-434.37,-431.74,-90.11,111.59,-88.74
-27.57,-131.81,-104.24,79.99,38.43,-117.79,-104.41,-436.62,-436.34,-94.48,99.79,-91.31
-29.09,-135.42,-106.33,82.54,38.65,-120.66,-103.72,-437.5,-439.74,-98.37,87.29,-93.69
-30.42,-139.12,-108.7,85.03,39.11,-123.72,-102.73,-437.43,-442.55,-101.96,74.73,-96.21
-31.89,-141.61,-109.72,86.99,38.8,-125.5,-101.25,-434.66,-442.39,-104.5,59.63,-97.73
-33.52,-142.77,-109.25,88.37,37.64,-125.89,-99.27,-429.0,-439.08,-105.93,41.83,-98.14
-35.06,-143.55,-108.5,89.51,36.38,-125.94,-96.9,-421.66,-434.25,-106.75,23.09,-98.29
-36.57,-143.63,-107.05,90.28,34.79,-125.3,-94.08,-412.18,-427.32,-106.77,2.82,-97.89
-37.87,-144.19,-106.32,91.19,33.69,-125.25,-91.92,-405.18,-422.39,-107.15,-14.34,-97.94
-38.89,-145.44,-106.55,92.31,33.25,-126.02,-90.52,-401.22,-420.02,-108.04,-27.77,-98.61
-39.79,-146.57,-106.78,93.3,32.9,-126.72,-89.33,-397.76,-417.81,-108.74,-40.06,-99.23
-40.5,-147.94,-107.44,94.32,32.89,-127.75,-88.67,-396.12,-416.94,-109.59,-49.87,-100.09
-41.07,-149.05,-107.98,95.14,32.9,-128.59,-87.9,-393.84,-415.37,-110.0,-59.43,-100.79
-41.51,-149.83,-108.32,95.73,32.88,-129.17,-87.01,-390.76,-412.92,-109.92,-68.92,-101.29
-41.72,-150.84,-109.12,96.33,33.23,-130.09,-86.57,-389.27,-411.67,-109.92,-75.97,-102.04
-41.73,-151.98,-110.26,96.88,33.88,-131.23,-86.47,-388.89,-411.22,-109.88,-80.99,-102.95
-41.76,-152.02,-110.26,96.89,33.95,-131.26,-85.87,-385.77,-407.93,-108.75,-88.21,-102.99
-41.82,-150.92,-109.1,96.35,33.39,-130.14,-84.77,-379.89,-401.8,-106.51,-97.65,-102.11
-41.8,-149.2,-107.4,95.45,32.62,-128.46,-83.51,-372.81,-394.29,-103.58,-107.51,-100.78
-41.74,-146.55,-104.81,94.08,31.41,-125.86,-81.88,-363.58,-384.51,-99.69,-118.81,-98.73
-41.49,-143.83,-102.34,92.57,30.38,-123.28,-80.55,-355.12,-375.13,-95.61,-128.41,-96.68
-41.03,-141.08,-100.05,90.94,29.58,-120.77,-79.55,-347.61,-366.31,-91.36,-136.07,-94.68
-40.48,-137.62,-97.14,88.91,28.51,-117.6,-78.41,-338.83,-356.0,-86.36,-144.17,-92.14
-39.8,-133.63,-93.83,86.56,27.32,-113.96,-77.26,-329.43,-344.79,-80.77,-152.0,-89.23
-39.07,-129.72,-90.65,84.22,26.18,-110.42,-75.74,-320.35,-334.27,-75.51,-158.6,-86.49
-38.31,-125.86,-87.55,81.89,25.05,-106.94,-73.77,-311.44,-324.37,-70.61,-164.1,-83.91
-37.44,-121.9,-84.45,79.46,23.96,-103.4,-71.61,-302.72,-314.76,-65.74,-168.41,-81.34
-36.5,-117.98,-81.47,77.01,22.93,-99.93,-69.17,-294.42,-305.85,-61.15,-171.32,-78.91
-35.47,-113.58,-78.09,74.28,21.74,-96.02,-66.54,-285.48,-296.23,-56.15,-173.91,-76.16
-34.33,-108.68,-74.32,71.25,20.4,-91.66,-63.74,-275.9,-285.88,-50.72,-176.14,-73.09
-33.13,-103.67,-70.51,68.14,19.04,-87.22,-60.61,-266.41,-275.87,-45.41,-177.26,-70.03
-31.85,-98.44,-66.55,64.87,17.62,-82.58,-57.17,-256.8,-265.93,-40.1,-177.46,-66.9
-30.38,-92.79,-62.36,61.31,16.2,-77.63,-53.87,-247.2,-255.65,-34.32,-176.5,-63.51
-28.72,-86.75,-57.97,57.46,14.79,-72.37,-50.73,-237.73,-245.14,-28.09,-174.26,-59.88
-26.92,-80.34,-53.35,53.35,13.33,-66.81,-47.53,-228.17,-234.41,-21.56,-170.96,-56.04
-24.95,-73.52,-48.49,48.95,11.85,-60.91,-44.4,-218.6,-223.4,-14.61,-166.48,-51.96
-22.88,-66.5,-43.54,44.41,10.34,-54.86,-41.01,-209.16,-212.67,-7.69,-160.72,-47.82
-20.71,-59.29,-38.48,39.72,8.81,-48.66,-37.36,-199.84,-202.23,-0.83,-153.66,-43.65
-18.38,-51.74,-33.25,34.78,7.27,-42.2,-33.68,-190.65,-191.78,6.29,-145.23,-39.31
-15.91,-43.9,-27.87,29.63,5.71,-35.51,-29.9,-181.63,-181.46,13.56,-135.38,-34.84
-13.59,-36.6,-22.9,24.83,4.31,-29.31,-26.64,-173.59,-171.86,20.18,-127.98,-30.64
-11.44,-29.92,-18.37,20.42,3.08,-23.67,-24.0,-166.63,-163.06,26.1,-123.37,-26.73
-9.34,-23.49,-14.06,16.16,1.95,-18.29,-21.62,-160.43,-154.88,31.6,-119.68,-22.98
-7.38,-17.57,-10.13,12.21,0.96,-13.36,-19.7,-155.25,-147.5,36.47,-117.99,-19.48
-5.35,-11.62,-6.25,8.23,0.03,-8.45,-17.95,-150.64,-140.55,41.21,-116.03,-15.99
-3.25,-5.65,-2.41,4.2,-0.83,-3.55,-16.35,-146.61,-134.02,45.84,-113.68,-12.51
-1.26,-0.13,1.07,0.45,-1.55,0.92,-15.23,-143.65,-128.33,49.88,-113.04,-9.26
0.66,5.03,4.25,-3.09,-2.12,5.05,-14.52,-141.68,-123.42,53.42,-113.66,-6.21
2.71,10.39,7.5,-6.79,-2.69,9.33,-16.18,-140.14,-118.95,56.91,-112.77,-3.11
4.89,15.94,10.81,-10.64,-3.24,13.73,-20.46,-139.06,-114.99,60.34,-110.4,0.03
7.11,21.44,14.03,-14.49,-3.72,18.06,-26.45,-138.72,-111.68,63.51,-107.64,3.1
9.42,27.03,17.23,-18.42,-4.16,22.42,-34.74,-139.0,-108.98,66.53,-103.81,6.16
11.67,32.21,20.09,-22.12,-4.45,26.4,-44.32,-140.43,-107.24,68.95,-101.13,9.0
13.83,36.96,22.59,-25.56,-4.57,29.97,-55.19,-143.08,-106.5,70.74,-99.75,11.58
16.03,41.61,24.94,-28.97,-4.6,33.4,-68.42,-146.61,-106.59,72.18,-98.04,14.05
18.23,46.02,27.06,-32.25,-4.52,36.59,-83.86,-151.19,-107.6,73.15,-96.5,16.36
19.67,48.37,27.93,-34.13,-4.18,38.16,-95.08,-153.97,-108.1,73.57,-95.5,18.39
20.3,48.49,27.47,-34.49,-3.58,37.97,-101.66,-154.67,-107.95,73.44,-94.91,20.14
20.43,47.13,26.07,-33.88,-2.76,36.6,-106.56,-154.74,-107.92,72.7,-94.94,21.61
19.84,43.77,23.45,-31.9,-1.68,33.64,-108.03,-153.37,-107.63,71.33,-95.67,22.76
19.0,39.52,20.21,-29.34,-0.42,29.92,-110.12,-152.15,-107.89,69.41,-96.53,23.69
17.89,34.38,16.37,-26.22,1.02,25.47,-113.07,-151.19,-108.78,66.91,-97.54,24.38
16.11,27.31,11.33,-21.8,2.73,19.48,-113.32,-148.97,-109.54,63.75,-99.07,24.75
13.73,18.49,5.2,-16.2,4.68,12.09,-111.68,-145.8,-110.34,59.93,-101.02,24.82
11.24,9.19,-1.39,-10.26,6.83,4.18,-109.85,-143.9,-112.36,55.37,-103.73,23.72
8.61,-0.66,-8.48,-3.94,9.17,-4.29,-107.49,-143.26,-115.61,50.05,-107.28,21.38
5.65,-11.57,-16.34,3.12,11.75,-13.68,-104.28,-143.0,-119.64,43.98,-111.47,18.16
2.47,-23.28,-24.82,10.72,14.54,-23.82,-100.51,-143.65,-124.76,37.12,-116.39,13.82
-1.36,-36.86,-34.52,19.6,17.62,-35.5,-94.2,-143.51,-130.1,29.46,-122.0,8.79
-5.87,-52.42,-45.47,29.82,21.0,-48.78,-85.22,-142.44,-135.61,20.98,-128.29,3.09
-10.79,-69.23,-57.32,40.9,24.63,-63.15,-74.69,-141.76,-141.99,11.64,-135.41,-3.76
-16.2,-87.55,-70.21,53.03,28.55,-78.82,-62.11,-141.05,-149.04,1.42,-143.36,-11.68
-20.39,-102.38,-80.71,62.56,31.73,-91.46,-53.47,-140.21,-154.24,-6.74,-149.47,-17.71
-23.16,-113.16,-88.48,69.09,34.07,-100.59,-49.41,-139.36,-157.43,-12.56,-153.51,-21.66
-25.39,-122.45,-95.22,74.48,36.06,-108.43,-46.68,-138.26,-159.65,-17.44,-156.76,-24.88
-26.59,-128.82,-99.96,77.68,37.41,-113.71,-46.98,-136.91,-160.21,-20.55,-158.46,-26.56
-27.71,-134.36,-104.6,80.69,38.71,-118.84,-47.04,-135.68,-160.72,-23.61,-160.21,-28.32
-28.8,-139.15,-109.24,83.63,39.98,-123.94,-46.6,-134.55,-161.25,-26.71,-162.09,-30.24
-28.93,-140.83,-112.04,84.54,40.68,-126.69,-48.79,-133.31,-160.34,-28.22,-162.64,-30.79
-28.28,-139.72,-113.37,83.8,40.89,-127.54,-52.93,-132.06,-158.3,-28.47,-162.17,-30.27
-28.23,-140.25,-115.06,84.24,41.39,-128.96,-54.32,-130.39,-156.72,-29.6,-162.56,-31.12
-28.75,-142.41,-117.0,85.84,42.17,-130.81,-52.95,-128.25,-155.53,-31.57,-163.77,-33.33
-29.3,-144.17,-118.5,87.45,42.9,-132.15,-50.67,-125.87,-154.15,-33.52,-165.1,-35.91
-30.2,-146.59,-119.95,89.73,43.79,-133.52,-46.3,-123.14,-152.93,-35.98,-166.98,-39.45
-30.38,-147.56,-120.22,90.46,44.21,-133.84,-43.42,-120.22,-150.52,-37.21,-167.9,-42.1
-29.76,-146.9,-119.21,89.48,44.13,-133.03,-42.25,-117.12,-146.81,-37.09,-167.76,-43.71
-29.13,-146.49,-117.79,88.43,43.98,-132.05,-40.06,-113.66,-142.76,-36.87,-167.67,-45.7
-28.25,-145.87,-115.69,86.78,43.62,-130.69,-37.62,-109.87,-138.03,-36.14,-167.28,-47.65
-27.66,-145.08,-114.28,85.67,43.41,-129.55,-35.69,-106.57,-134.15,-35.93,-166.54,-49.0
-27.49,-144.36,-113.81,85.38,43.43,-128.82,-34.04,-103.83,-131.35,-36.47,-165.54,-49.85
-27.31,-143.43,-113.43,84.98,43.4,-128.1,-32.87,-101.25,-128.65,-36.95,-164.05,-50.15
-27.28,-142.39,-113.55,84.83,43.43,-127.61,-32.33,-99.07,-126.51,-37.7,-162.08,-49.76
-27.26,-141.69,-113.58,84.62,43.41,-127.28,-31.31,-96.75,-124.26,-38.39,-159.9,-49.31
-27.22,-141.39,-113.47,84.3,43.31,-127.12,-29.84,-94.27,-121.81,-38.97,-157.48,-48.8
-27.38,-141.38,-113.9,84.31,43.29,-127.42,-28.56,-92.08,-119.89,-39.86,-154.69,-47.78
-27.72,-141.81,-114.78,84.61,43.33,-128.2,-27.25,-90.08,-118.38,-41.01,-151.57,-46.37
-27.54,-140.35,-114.05,83.73,42.98,-127.16,-26.32,-87.77,-115.85,-41.21,-147.75,-44.56
-26.8,-136.82,-111.64,81.61,42.24,-124.17,-25.88,-85.18,-112.3,-40.4,-143.16,-42.26
-25.83,-132.46,-108.47,78.93,41.29,-120.36,-25.57,-82.46,-108.3,-39.14,-138.03,-39.58
-24.45,-126.66,-104.0,75.3,40.03,-115.15,-25.5,-79.51,-103.5,-37.11,-132.23,-36.47
-23.12,-120.8,-99.63,71.68,38.74,-109.97,-25.64,-76.72,-98.92,-35.11,-125.92,-32.82
-21.87,-115.03,-95.44,68.14,37.45,-104.96,-25.93,-74.13,-94.62,-33.2,-119.09,-28.62
-20.33,-108.11,-90.3,63.88,35.9,-98.88,-26.53,-71.42,-89.8,-30.72,-111.59,-23.89
-18.6,-100.36,-84.52,59.11,34.17,-92.05,-27.42,-68.71,-84.69,-27.83,-103.41,-18.59
-17.2,-94.38,-79.99,55.41,32.75,-86.77,-27.41,-65.33,-79.83,-24.88,-96.88,-14.84
-16.15,-90.29,-76.76,52.84,31.65,-83.12,-26.41,-61.19,-75.18,-21.81,-92.18,-12.84
-15.26,-87.07,-74.16,50.81,30.69,-80.24,-24.97,-56.66,-70.63,-18.59,-88.25,-11.57
-14.68,-85.43,-72.68,49.73,29.99,-78.76,-22.75,-51.55,-66.34,-15.27,-85.74,-11.61
-14.0,-83.59,-70.96,48.51,29.23,-77.04,-20.49,-46.15,-61.78,-11.51,-83.26,-11.76
-13.21,-81.47,-68.94,47.1,28.37,-75.04,-18.21,-40.49,-56.95,-7.29,-80.74,-11.95
-12.64,-80.6,-67.77,46.44,27.72,-74.1,-15.26,-34.23,-52.21,-2.84,-79.47,-13.32
-12.2,-80.63,-67.17,46.3,27.21,-73.92,-11.78,-27.42,-47.47,1.92,-79.19,-15.65
-11.64,-79.68,-65.84,45.64,26.44,-72.87,-8.33,-19.6,-39.53,8.11,-77.35,-16.8
-10.97,-77.78,-63.8,44.48,25.41,-70.98,-4.87,-10.65,-28.09,15.85,-73.92,-16.74
-10.27,-75.61,-61.52,43.19,24.27,-68.82,-1.2,-0.81,-14.59,24.65,-69.93,-16.34
-9.47,-72.71,-58.67,41.52,22.93,-66.0,2.55,10.09,1.9,34.85,-64.74,-15.08
-8.82,-70.62,-56.33,40.35,21.68,-63.86,6.9,21.88,19.43,45.75,-60.19,-14.52
-8.34,-69.44,-54.57,39.73,20.56,-62.48,11.88,34.59,37.95,57.34,-56.39,-14.76
-7.85,-68.02,-52.59,39.03,19.32,-60.87,17.15,48.46,59.25,70.26,-51.88,-14.58
-7.42,-66.7,-50.63,38.43,18.04,-59.32,22.84,63.5,82.99,84.4,-47.06,-14.32
-5.78,-61.97,-47.07,35.3,16.66,-55.24,22.98,71.14,111.96,112.49,-28.84,-6.41
-2.8,-53.34,-41.67,29.3,15.15,-48.26,16.92,70.56,146.75,155.95,4.29,10.05
0.91,-42.7,-35.35,21.81,13.58,-39.81,7.57,65.8,185.89,208.77,45.96,31.3
5.7,-29.01,-27.62,12.05,11.93,-29.1,-6.81,54.42,230.35,274.73,100.03,59.58
10.9,-14.01,-19.22,1.38,10.18,-17.4,-22.87,25.72,257.66,341.17,159.38,90.87
16.47,2.21,-10.19,-10.12,8.32,-4.76,-40.47,-21.69,265.66,407.32,223.75,125.0
23.09,21.48,0.28,-23.87,6.34,10.15,-62.87,-85.2,265.85,482.79,300.28,166.08
30.64,43.51,12.07,-39.62,4.25,27.12,-89.47,-168.46,251.93,564.76,387.72,213.39
35.54,68.03,28.0,-54.61,0.88,47.63,-130.46,-292.81,189.01,608.0,457.04,257.92
37.54,95.35,48.52,-68.8,-3.88,72.1,-187.45,-461.87,73.04,608.91,506.53,299.51
38.27,125.49,72.26,-83.41,-9.5,99.75,-255.42,-669.69,-85.67,586.6,549.32,342.1
36.73,158.54,100.13,-97.74,-16.34,131.14,-337.61,-923.9,-298.44,528.16,577.58,383.44
35.19,179.55,119.18,-107.14,-22.48,151.56,-415.91,-1126.24,-489.61,457.08,579.69,408.45
33.76,187.06,128.22,-111.09,-27.79,159.63,-488.96,-1269.45,-655.13,373.6,553.6,415.39
30.45,188.21,134.24,-111.15,-33.49,162.81,-568.52,-1407.96,-842.6,254.04,497.34,409.26
25.71,178.72,133.68,-105.83,-39.11,156.99,-650.1,-1516.0,-1033.91,102.11,405.9,385.24
14.25,144.39,116.07,-83.28,-40.09,130.43,-694.17,-1568.55,-1196.18,-84.45,279.92,330.67
-4.77,83.24,80.21,-41.86,-36.03,81.6,-697.34,-1563.31,-1328.87,-310.4,115.96,242.83
-28.63,-2.24,27.71,14.46,-28.66,12.07,-674.34,-1499.88,-1432.61,-573.73,-92.63,122.52
-58.99,-117.12,-45.06,89.6,-16.64,-82.35,-613.47,-1368.7,-1497.09,-877.42,-348.54,-35.5
-85.02,-205.86,-100.99,148.24,-7.15,-155.03,-546.75,-1228.96,-1525.29,-1107.91,-549.51,-167.75
-105.83,-265.01,-137.95,187.93,-0.62,-203.21,-474.76,-1081.1,-1511.78,-1254.87,-688.56,-270.58
-128.16,-326.32,-177.39,229.41,7.67,-253.51,-370.62,-886.03,-1443.42,-1353.98,-812.46,-376.82
-149.22,-375.74,-210.05,263.7,16.0,-294.21,-240.34,-656.16,-1316.12,-1371.29,-893.48,-470.2
-158.48,-388.29,-216.74,274.1,17.37,-303.5,-135.12,-442.57,-1142.15,-1301.97,-905.28,-519.87
-155.13,-362.14,-196.1,259.47,11.37,-279.82,-56.12,-246.64,-916.52,-1135.71,-842.15,-522.43
-141.69,-296.76,-149.18,219.82,-0.08,-223.17,17.37,-53.23,-654.61,-917.83,-727.84,-484.63
-114.88,-183.39,-69.49,149.4,-19.07,-126.01,72.17,123.53,-358.41,-644.2,-552.87,-395.78
-88.96,-98.25,-13.04,94.12,-30.21,-54.87,129.36,296.13,-98.87,-401.81,-402.43,-321.92
-64.2,-43.98,17.88,55.37,-32.59,-12.24,189.37,461.97,111.48,-209.5,-286.28,-265.48
-30.38,25.48,56.92,4.93,-35.57,41.9,229.99,600.97,302.32,-26.33,-156.07,-183.77
9.55,92.35,90.82,-46.67,-35.37,91.93,254.48,712.44,449.53,116.92,-35.86,-91.83
36.69,138.31,112.14,-83.1,-34.03,125.36,278.32,803.29,573.47,229.94,59.99,-23.26
50.28,164.16,121.89,-104.53,-32.19,143.12,298.74,868.08,670.23,306.81,129.4,21.8
57.16,164.19,112.7,-110.31,-25.73,138.38,309.2,899.49,712.18,335.1,161.3,47.41
52.15,132.31,81.72,-95.4,-14.98,106.75,311.94,895.58,698.85,311.46,148.24,43.79
48.93,116.73,65.6,-87.48,-9.53,91.01,311.86,893.39,701.67,304.06,152.9,47.09
47.83,117.38,64.49,-86.33,-9.43,91.2,308.8,893.32,719.79,314.23,174.29,56.58
37.39,104.11,57.09,-73.23,-10.13,81.51,301.58,873.8,714.68,303.45,172.65,44.75
20.21,87.03,51.45,-53.67,-13.9,71.11,291.46,843.14,701.93,287.49,160.57,18.04
13.21,76.63,46.38,-44.02,-14.66,63.4,281.61,817.88,688.53,274.3,163.72,8.46
16.42,71.29,40.37,-43.84,-11.8,56.72,272.75,798.44,673.24,262.95,180.72,15.21
23.37,73.39,40.18,-49.07,-10.11,56.31,264.63,783.6,664.99,262.55,208.15,26.71
38.26,85.64,45.69,-63.87,-8.15,63.14,258.57,778.51,666.65,276.48,252.66,50.58
47.91,93.76,48.4,-73.25,-5.78,67.44,252.75,768.56,660.07,280.29,285.5,60.87
51.54,98.42,49.2,-76.87,-3.48,70.14,247.69,754.88,647.48,275.91,306.46,55.98
59.23,109.45,52.57,-85.86,-0.2,77.36,245.87,750.03,641.67,279.7,335.84,54.96
68.05,124.35,57.1,-97.16,3.99,87.54,247.39,752.09,640.28,287.72,367.84,51.93
73.46,132.53,59.88,-103.57,6.33,93.31,243.93,743.55,632.1,288.33,401.18,51.1
76.11,134.29,61.11,-105.72,6.77,94.77,235.42,725.07,618.33,282.77,438.11,54.81
76.08,133.23,61.32,-104.99,6.6,94.67,226.3,704.62,603.7,274.66,475.44,56.77
72.34,126.8,59.78,-99.69,5.13,91.21,214.66,678.39,586.12,261.64,513.49,58.56
70.0,124.57,60.0,-97.12,4.06,91.14,206.74,661.68,577.54,256.85,547.17,62.23
69.04,127.1,62.08,-97.49,3.55,94.92,203.32,656.17,579.36,261.36,575.32,67.22
66.05,127.55,63.68,-95.8,2.2,97.73,199.93,651.61,584.53,267.08,600.7,73.97
62.04,128.12,65.57,-93.63,0.4,101.17,198.2,652.02,596.38,277.35,621.52,82.87
59.01,127.88,66.9,-91.75,-1.16,102.9,195.36,647.44,598.41,280.75,636.78,87.6
56.78,126.07,67.36,-89.73,-2.56,102.25,190.84,636.34,588.92,275.77,646.09,87.83
55.11,124.78,67.92,-88.37,-3.85,101.52,187.33,626.82,578.69,270.66,648.04,86.9
54.49,123.63,68.3,-87.78,-4.89,99.98,184.1,616.24,563.38,262.37,641.9,83.21
52.78,121.58,68.42,-86.25,-6.39,97.92,182.09,608.87,551.88,256.23,627.85,80.4
49.96,118.88,68.36,-83.89,-8.37,95.56,181.7,605.83,545.57,253.29,605.05,78.84
47.51,115.73,67.94,-81.67,-10.32,92.13,181.91,602.96,536.54,248.46,572.34,75.43
45.0,111.98,67.14,-79.28,-12.41,87.74,183.07,601.56,527.07,243.16,529.13,71.0
42.73,109.17,66.81,-77.17,-14.09,84.95,182.0,596.41,517.8,238.0,484.0,67.92
40.88,107.45,67.0,-75.49,-15.26,83.86,178.31,586.59,507.93,232.47,437.11,66.03
39.03,105.98,67.28,-73.82,-16.27,83.33,173.81,575.66,498.89,227.4,383.51,64.85
37.31,105.2,67.87,-72.31,-16.96,84.03,167.6,562.03,490.68,222.83,325.16,64.95
35.98,104.38,68.26,-71.04,-17.47,84.36,161.48,548.25,481.47,217.56,270.65,64.26
35.01,103.47,68.39,-69.99,-17.84,84.22,155.61,534.62,471.41,211.68,220.59,62.77
34.43,103.19,68.7,-69.27,-17.82,84.97,148.28,518.51,461.4,205.83,172.56,61.98
34.3,103.4,69.08,-68.9,-17.43,86.29,139.87,500.48,451.11,199.78,129.16,61.49
34.1,103.47,69.37,-68.61,-17.29,87.05,133.7,487.0,443.06,195.76,91.96,60.89
33.83,103.44,69.59,-68.4,-17.43,87.3,129.85,478.31,437.57,194.06,61.96,60.34
33.81,103.56,69.75,-68.45,-17.53,87.39,126.99,471.72,433.26,193.49,41.16,59.75
33.91,103.69,69.81,-68.72,-17.75,87.04,125.99,468.93,430.85,194.72,30.9,59.08
34.47,104.41,69.97,-69.43,-17.65,87.29,124.5,465.55,429.24,196.71,21.15,58.98
35.55,105.77,70.24,-70.61,-17.18,88.17,122.39,461.36,428.36,199.42,12.25,59.49
36.91,107.39,70.5,-72.14,-16.7,88.99,121.57,460.03,429.44,203.97,10.88,60.25
